100133144	-0.14493	0.43	0.630063319361
100134869	-0.06088	0.75	0.86099077697
10357	-0.09473	0.58	0.745474458265
10431	-0.13455	0.47	0.662727428768
155060	0.00589	0.98	0.98781595092
390284	0.07382	0.68	0.816039734132
553137	-0.00966	0.96	0.97840084362
57714	0.39930	0.028	0.115067533767
645851	0.27697	0.15	0.331160978232
653553	0.3675	0.055	0.177534381139
8225	0.00811	0.97	0.983407379983
90288	-0.35392	0.066	0.19911494675
1	0.29850	0.09	0.241538712839
29974	-0.2695	0.14	0.317094017094
87769	-0.03140	0.87	0.93
2	0.16451	0.35	0.554853338479
53947	-0.18665	0.28	0.484762908325
51146	-0.32509	0.08	0.223841961853
8086	-0.14398	0.45	0.646737228831
729522	-0.29310	0.088	0.237646285339
65985	-0.11253	0.53	0.709343434343
51166	-0.63417	0.0006	0.0105208110993
79719	-0.16947	0.39	0.593250624942
22848	-0.33345	0.061	0.189135685978
14	0.37725	0.052	0.171283079391
15	0.13435	0.46	0.654751797626
57505	-0.05386	0.78	0.87848916918
80755	-0.29525	0.12	0.286903376019
16	0.37166	0.054	0.175513353116
60496	0.14868	0.43	0.630063319361
132949	-0.1079	0.55	0.725240770465
10157	-0.48276	0.0077	0.0513645960211
26574	0.58962	0.0012	0.0157476038339
9625	0.41430	0.024	0.104097148891
18	-0.735	0.00022	0.00596468646865
10349	-0.19516	0.29	0.495394052818
79963	0.2654	0.17	0.35993556701
26154	0.70464	0.00074	0.0118385589094
154664	-0.03729	0.84	0.913563248825
650655	0.79204	0.0003	0.00713314037627
19	-0.30659	0.097	0.254342483243
20	0.10977	0.55	0.725240770465
21	0.06615	0.73	0.848885271428
24	0.50502	0.003	0.0286070806732
23461	-0.49595	0.013	0.0705849306015
23460	-0.08810	0.62	0.775
10347	-0.03724	0.85	0.92011463961
10351	-0.51454	0.0068	0.0474613423959
10350	0.17517	0.32	0.524658217743
23456	0.20590	0.23	0.430791153671
5243	-0.11954	0.48	0.67015635622
5244	-0.252655	0.16	0.346259220232
10058	0.57161	0.00096	0.0140078152753
22	-0.05728	0.76	0.867018469657
11194	-0.31399	0.11	0.271856197353
23457	0.43675	0.019	0.0890896118721
89845	-0.536801	0.0056	0.0421282051282
85320	0.26706	0.18	0.371719457014
4363	0.61131	0.0017	0.019922253923
1244	0.32128	0.064	0.195377183203
8714	0.41640	0.018	0.0863726635514
10257	-0.37947	0.017	0.0832518628912
10057	0.14166	0.44	0.638227244637
653190	-0.31217	0.082	0.227347283159
730013	-0.44417	0.017	0.0832518628912
368	-0.32998	0.071	0.208644249687
10060	0.25238	0.12	0.286903376019
215	0.15585	0.39	0.593250624942
225	0.40686	0.039	0.14242498333
5825	-0.47235	0.018	0.0863726635514
5826	-0.44160	0.027	0.112391689891
6059	0.52622	0.0067	0.0470632749038
23	0.259137	0.17	0.35993556701
10061	0.11984	0.48	0.67015635622
55324	-0.26273	0.15	0.331160978232
9619	-0.23628	0.21	0.40716308709
9429	0.01185	0.95	0.973037840534
64137	-0.25857	0.14	0.317094017094
